vol_id,page_seq,entity,type
dul1.ark:/13960/t6vx6fj7q,215,She,PERSON
mdp.39015053394295,220,him,PERSON
mdp.39015020648625,207,her,PERSON
mdp.39015014776184,86,Mapes,PERSON
uc1.b3110724,129,Dolly,PERSON
mdp.39015007057337,129,Frounier,PERSON
mdp.39015066059711,272,Courtney,PERSON
uc1.$b805638,22,Mary,PERSON
uc1.$b102361,254,She,PERSON
nc01.ark:/13960/t3wt00v24,66,Japheth,PERSON
uc1.32106002158183,413,her,PERSON
mdp.39015033255236,353,Duncan,PERSON
mdp.39015081383146,118,he,PERSON
mdp.39015014862448,17,his,PERSON
nc01.ark:/13960/t9t16484h,342,she,PERSON
uc1.$b802359,72,Maryland Journal,ORGANIZATION
dul1.ark:/13960/t8vb3f54w,152,Britten,PERSON
mdp.39015046882232,80,Oreo,PERSON
uc1.32106014692526,399,Bullock,PERSON
uc1.b3688127,179,him,PERSON
uva.x000457192,41,Laurentine,LOCATION
mdp.39015003682385,180,Charlotte,LOCATION
mdp.39015000544745,320,Harold,PERSON
mdp.39015014135803,233,he,PERSON
uc2.ark:/13960/t88g8g708,246,him,PERSON
mdp.39015053394543,240,she,PERSON
uva.x000170689,20,Johnny,PERSON
miun.abr7583.0001.001,245,he,PERSON
uc1.b4368520,9,New York City Youth Board,ORGANIZATION
uc2.ark:/13960/t88g8g708,74,Thurman,PERSON
mdp.39015014862497,285,Her,PERSON
osu.32435058033408,131,Chinese,MISC
osu.32435001929710,105,her,PERSON
uc1.$b401343,90,his,PERSON
uc1.32106012836174,25,Zoleeta,PERSON
uc1.b3711121,367,she,PERSON
uc1.b4097270,90,he,PERSON
mdp.39015012057637,344,His,PERSON
uc1.$b803136,130,his,PERSON
uc1.$b807567,149,Samson,PERSON
mdp.39015031592358,360,Lincoln University,ORGANIZATION
uc1.$b102361,150,Talmadge,PERSON
uc1.$b323002,182,Christian,MISC
mdp.39015053538297,258,He,PERSON
uc1.$b102361,46,he,PERSON
mdp.39015030113503,353,his,PERSON
mdp.39015011340158,45,he,PERSON
mdp.39015002185265,183,he,PERSON
uc1.b4097270,258,Martha,PERSON
mdp.39015013742807,182,he,PERSON
uc1.b3435126,254,Marse Robert,PERSON
uc1.$b808977,152,Italian,MISC
mdp.39015003682385,134,her,PERSON
mdp.39015041189922,121,she,PERSON
uc1.b3711043,277,he,PERSON
uva.x006115119,66,his,PERSON
miun.afb3853.0001.001,37,he,PERSON
uc2.ark:/13960/t7dr2rd9m,156,his,PERSON
mdp.39015014891447,227,he,PERSON
mdp.39015053394295,200,early morning,TIME
mdp.39015004753730,404,Innis,PERSON
nc01.ark:/13960/t3mw3rp2b,253,Iola,LOCATION
mdp.39015002375338,68,Kilrain,PERSON
uc1.$b251007,90,his,PERSON
emu.010001355363,227,he,PERSON
uc2.ark:/13960/t02z12t8w,176,Congress,ORGANIZATION
mdp.39015030113503,213,Henry,PERSON
uc1.$b323002,122,him,PERSON
uc1.$b805638,104,He,PERSON
uc1.$b808977,82,He,PERSON
uc2.ark:/13960/t3610w538,134,her,PERSON
mdp.39015013331627,46,he,PERSON
mdp.39015014862448,306,him,PERSON
mdp.39015016414768,25,he,PERSON
uc1.$b101950,43,his,PERSON
dul1.ark:/13960/t8vb3f54w,108,his,PERSON
mdp.39015061148626,367,he,PERSON
uc1.b4095384,241,Solly,PERSON
mdp.39015016452453,116,he,PERSON
inu.32000003479633,269,She,PERSON
mdp.39015031791232,109,him,PERSON
mdp.39015054061430,133,She,PERSON
uc1.$b85451,316,Verne Shipman,PERSON
wu.89000744367,173,her,PERSON
mdp.39015042099351,115,him,PERSON
mdp.39015009022487,82,her,PERSON
uc1.$b312803,168,She,PERSON
mdp.39015001816555,99,Sonny,PERSON
nyp.33433076059314,477,his,PERSON
nyp.33433076059314,506,him,PERSON
uc1.$b312802,114,his,PERSON
uc1.32106014692526,181,He,PERSON
uc1.b3711121,270,she,PERSON
mdp.39015004764927,189,him,PERSON
mdp.39015033979934,66,she,PERSON
mdp.39015054061430,236,him,PERSON
uc1.32106002158183,279,He,PERSON
uva.x000652535,132,Stacey,PERSON
nc01.ark:/13960/t9t16484h,148,Jane,PERSON
nc01.ark:/13960/t9t16484h,86,he,PERSON
mdp.39015004729474,197,her,PERSON
txu.059173005430726,505,Cholula,LOCATION
uc1.32106010537014,120,he,PERSON
uc1.b4095384,389,her,PERSON
uc1.32106010537014,33,He,PERSON
nyp.33433107875183,12,1933,DATE
txu.059173022944752,44,he,PERSON
uc1.32106002172291,58,She,PERSON
mdp.39015066059711,67,he,PERSON
uc1.b3273229,106,him,PERSON
uc1.32106002172291,172,her,PERSON
uc2.ark:/13960/t4xg9g41k,160,Christian,PERSON
uc1.$b120181,47,He,PERSON
mdp.39015000536758,482,Sun,PERSON
mdp.39015019472599,124,Squire,PERSON
mdp.39015014862471,212,he,PERSON
mdp.39015054095792,120,Selina,PERSON
uc1.32106002158183,398,his,PERSON
mdp.39015012057637,286,he,PERSON
mdp.39015048899069,18,Jack,PERSON
mdp.39015041189922,158,his,PERSON
mdp.39015059415839,32,New York,LOCATION
nc01.ark:/13960/t9p279r4b,144,him,PERSON
mdp.39015004729474,311,Crow,PERSON
nc01.ark:/13960/t3wt00v24,89,him,PERSON
uc1.32106002158183,201,France,LOCATION
uc1.$b610326,281,Her,PERSON
umn.31951001812203j,162,her,PERSON
mdp.39015043798431,91,she,PERSON
uva.x001866470,301,his,PERSON
mdp.39015028718305,327,She,PERSON
uc1.$b805413,153,she,PERSON
uc2.ark:/13960/t17m04p6z,182,May,DATE
dul1.ark:/13960/t6vx6fj7q,208,her,PERSON
osu.32435017630211,84,his,PERSON
mdp.39015000542749,144,Harbour Street,LOCATION
mdp.39015003636167,213,he,PERSON
uc2.ark:/13960/t3cz32x93,236,his,PERSON
txu.059173005430726,275,English,MISC
mdp.39015003636167,224,his,PERSON
uva.x000951729,251,Wallace,PERSON
mdp.39015030747045,55,Val,PERSON
txu.059173023654011,64,Kitty,PERSON
ucbk.ark:/28722/h29z8m,217,she,PERSON
uc1.b2839282,207,her,PERSON
mdp.39015032193891,189,His,PERSON
mdp.39015025101117,186,Kenny,PERSON
mdp.39015002185265,464,his,PERSON
mdp.39015031233243,169,him,PERSON
uc1.$b119911,336,Jim,PERSON
mdp.39015008629795,253,He,PERSON
mdp.39015053394295,106,Lydia,PERSON
mdp.39015073495692,194,Eagle,ORGANIZATION
mdp.39015057621065,124,his,PERSON
uc1.$b805688,164,her,PERSON
mdp.39015066059711,316,her,PERSON
mdp.39015021979961,29,Twelve million dollars,MONEY
txu.059173025245647,55,Miguel,PERSON
mdp.39015000549397,59,she,PERSON
mdp.39015002719634,168,Jesus,PERSON
txu.059173005430726,579,Mizz Cajun,PERSON
uc2.ark:/13960/t78s4m33w,291,him,PERSON
mdp.39015021862308,317,him,PERSON
txu.059173005430726,471,Jo Jo,PERSON
mdp.39015053121862,101,he,PERSON
mdp.39015031791232,107,Willie Dupree,PERSON
mdp.39015035342958,270,his,PERSON
umn.31951001812203j,166,his,PERSON
mdp.39015021862308,93,he,PERSON
pst.000046347077,132,her,PERSON
uc1.b3462818,187,Hars,PERSON
nc01.ark:/13960/t3wt00v24,56,her,PERSON
mdp.39015026712524,21,She,PERSON
uc1.b4097270,73,Tom,PERSON
mdp.39015018046923,212,Jerusalem,LOCATION
mdp.39015000544745,174,he,PERSON
mdp.39015050555963,115,Shell,ORGANIZATION
mdp.39015014135811,458,Mucci,PERSON
mdp.39015053394352,162,his,PERSON
mdp.39015030113503,334,His,PERSON
uc2.ark:/13960/t6k06z120,75,he,PERSON
mdp.39015015209623,357,her,PERSON
uc1.b3688021,93,her,PERSON
mdp.39015002719634,84,Triville,LOCATION
mdp.39015002185265,410,He,PERSON
uc1.$b312803,277,Columbus,LOCATION
mdp.39015000536758,353,his,PERSON
dul1.ark:/13960/t6vx6fj7q,160,his,PERSON
mdp.39015020712173,340,Frida,PERSON
nc01.ark:/13960/t3wt00v24,24,Eastern North Carolina,LOCATION
mdp.39015001520603,166,Rosie,PERSON
ucbk.ark:/28722/h29z8m,379,him,PERSON
mdp.39015002185265,19,Omoro,PERSON
umn.31951002320734j,164,University,ORGANIZATION
mdp.39015003636316,132,him,PERSON
mdp.39015015209623,233,He,PERSON
uc1.32106018321106,41,Yankees,ORGANIZATION
uc1.b3711121,467,Hitler,PERSON
uc1.32106014692526,146,his,PERSON
mdp.39015066051023,54,Angela,PERSON
mdp.39015030747045,294,He,PERSON
uc1.32106007125674,71,Negro,MISC
mdp.39015020852250,258,she,PERSON
uc1.b4095384,105,Solly,PERSON
mdp.39015040577473,30,her,PERSON
mdp.39015073389192,157,Ambler,PERSON
uiug.30112002544713,146,his,PERSON
mdp.39015046878727,29,him,PERSON
mdp.39015040116777,78,Sengbe Pieh,PERSON
uiug.30112002544713,154,his,PERSON
mdp.39015012214691,5,New Orleans,LOCATION
mdp.39015053394667,108,Bill,PERSON
umn.31951002320734j,458,Eddie,PERSON
mdp.39015002185265,201,he,PERSON
uc1.$b63692,109,McEnery,PERSON
mdp.39015018046923,57,Breckinridge,PERSON
uc1.b3711043,476,His,PERSON
mdp.39015040116777,144,Louisa,PERSON
uc1.$b404100,36,her,PERSON
mdp.39015037484576,59,Paris,LOCATION
mdp.39015029749507,17,May,DATE
pst.000024818230,75,Sutherland,PERSON
mdp.39015030113016,19,he,PERSON
uc1.32106013616450,156,her,PERSON
nc01.ark:/13960/t9p279r4b,257,Cnion,MISC
mdp.39015001145047,283,he,PERSON
uc1.$b101950,23,he,PERSON
uc1.b2839282,130,she,PERSON
uc1.$b802359,42,he,PERSON
mdp.39015001520702,314,Reverend,PERSON
mdp.39015018046923,168,him,PERSON
hvd.hn3hhr,120,Allan,PERSON
nc01.ark:/13960/t9p279r4b,207,He,PERSON
uc1.b4095384,419,Dinkie,PERSON
mdp.39015040116777,66,He,PERSON
uc1.$b799168,132,him,PERSON
nc01.ark:/13960/t9t16484h,343,Carteret,PERSON
uc1.b3711043,429,Cobra Tap,MISC
mdp.39015009022487,238,New York,LOCATION
pst.000046347077,125,her,PERSON
txu.059173005430726,135,Japanese,MISC
mdp.39015057621065,77,She,PERSON
uc1.b3711121,87,Sunday,DATE
mdp.39015041189922,59,John,PERSON
uc1.b3470438,18,Southern,MISC
nyp.33433076094543,310,South Street,LOCATION
mdp.39015020648625,265,Lee,PERSON
ucbk.ark:/28722/h29z8m,366,him,PERSON
mdp.39015004753730,445,she,PERSON
mdp.39015030113016,199,Stephen,PERSON
mdp.39015003636167,276,He,PERSON
mdp.39015042824089,173,her,PERSON
uc1.b3273229,242,she,PERSON
uc1.$b63692,17,Europe,LOCATION
mdp.39015050487928,320,Tony,PERSON
uiug.30112003263263,54,his,PERSON
txu.059173005430726,392,Ray,PERSON
mdp.39015053400332,85,Stokes,PERSON
mdp.39015003636191,209,him,PERSON
dul1.ark:/13960/t6vx6fj7q,435,Blake,PERSON
uc1.$b251007,167,his,PERSON
mdp.39015004764927,285,Joshua,PERSON
uc1.$b803101,196,her,PERSON
mdp.39015054037372,109,his,PERSON
uc1.b3435067,256,Roak,PERSON
mdp.39015002338021,106,Dumferline Street,LOCATION
mdp.39015002719634,203,she,PERSON
uc1.$b401346,273,Her,PERSON
uc1.31822013860861,61,He,PERSON
uc1.$b805638,58,her,PERSON
uva.x001866470,129,She,PERSON
mdp.39015010399841,238,Fourth Kadine,LOCATION
mdp.39015035342958,270,her,PERSON
uc1.b4095384,230,her,PERSON
uva.x004346812,343,1912,DATE
mdp.39015030113503,217,James,PERSON
uc1.$b63692,225,Dora,PERSON
uiuc.3004694,44,Annjee,PERSON
uc1.b4097270,33,he,PERSON
mdp.39015001520702,288,New Jersey State Senator,LOCATION
mdp.39015016452453,25,he,PERSON
uc1.32106018321106,228,she,PERSON
mdp.39015016454152,38,she,PERSON
uc1.32106002158183,287,Hilton,ORGANIZATION
mdp.39015054272441,144,June,DATE
uc1.$b399374,185,Wonnie,PERSON
uc1.$b401343,195,his,PERSON
njp.32101066122597,249,he,PERSON
uc1.$b63731,45,her,PERSON
mdp.39015053538297,124,Ledoux,PERSON
uc1.$b805688,94,she,PERSON
mdp.39015003636167,229,Wade,PERSON
uc1.$b799673,207,People's Church,ORGANIZATION
mdp.39015002781840,74,she,PERSON
uc1.b4095384,429,his,PERSON
pst.000024818230,24,Broozer,PERSON
mdp.39015028718305,266,Southern,MISC
miun.afb3853.0001.001,130,Felix Terrebonne,PERSON
mdp.39015046886894,117,Bernard,PERSON
emu.010001216911,192,she,PERSON
mdp.39015016452453,236,Lonnie,PERSON
mdp.39015001145047,26,him,PERSON
wu.89000744367,25,his,PERSON
mdp.39015014862489,351,Peter,PERSON
uc1.$b401343,311,his,PERSON
mdp.39015002375338,350,he,PERSON
mdp.39015033142137,38,she,PERSON
mdp.39015020716356,382,she,PERSON
mdp.39015024079561,76,she,PERSON
uc1.b4450881,42,Bennie,PERSON
uc1.$b808977,226,Army,ORGANIZATION
uc1.32106007902726,290,she,PERSON
uc1.$b808977,24,she,PERSON
njp.32101074760685,269,Thompson,PERSON
uc2.ark:/13960/t3cz32x93,47,her,PERSON
mdp.39015037423764,129,Stella,PERSON
mdp.39015054095792,255,He,PERSON
coo.31924022491033,97,Tampa,LOCATION
mdp.39015032960943,100,Nanette,PERSON
osu.32435055405872,100,Ruthie,PERSON
emu.10002350164,222,Thelma,PERSON
mdp.39015002215245,209,Madame Laura,PERSON
uc2.ark:/13960/t17m04p6z,374,she,PERSON
mdp.39015000544745,126,Hudson,LOCATION
mdp.39015024079330,239,CLARINDA,ORGANIZATION
dul1.ark:/13960/t6vx6fj7q,138,Fat Gus,PERSON
pst.000046347077,101,she,PERSON
mdp.39015003682385,184,Mary Louise,PERSON
mdp.39015002215245,107,her,PERSON
uc1.$b85451,300,he,PERSON
uc2.ark:/13960/t88g8g708,41,he,PERSON
uc1.$b76124,156,him,PERSON
mdp.39015000536758,62,His,PERSON
uc1.$b76124,351,Lily,PERSON
mdp.39015010399841,89,her,PERSON
mdp.39015014862471,116,Nancy,PERSON
mdp.39015013742807,139,Tom Delamere,PERSON
uc1.32106018321106,106,her,PERSON
mdp.39015012057637,212,he,PERSON
dul1.ark:/13960/t6vx6fj7q,536,Jamison,PERSON
mdp.39015014135803,227,he,PERSON
uc1.$b102361,23,his,PERSON
uc1.b3711121,267,Bertha,PERSON
uc1.32106008091461,110,she,PERSON
uc1.32106010569173,164,he,PERSON
mdp.39015003977678,60,54,DATE
uc1.32106002158183,68,him,PERSON
uc1.32106007393728,158,His,PERSON
uc1.$b312803,225,Great Britain,LOCATION
mdp.39015011340158,193,New Mexico,LOCATION
nc01.ark:/13960/t3hx2p070,302,spring,DATE
mdp.39015053394295,158,her,PERSON
uc1.32106010569173,194,Mattie,PERSON
mdp.39015021979961,109,him,PERSON
mdp.39015030113503,332,he,PERSON
mdp.39015011800169,55,Kriss,PERSON
uc1.b3462818,52,Jimmie,PERSON
nc01.ark:/13960/t9t16484h,45,his,PERSON
umn.31951002320734j,531,he,PERSON
uc1.b2839252,116,he,PERSON
mdp.39015013742807,139,Polly,PERSON
uc1.b3435126,58,His,PERSON
mdp.39015003636167,109,Willie Earl,PERSON
uva.x000951729,140,He,PERSON
mdp.39015002741620,274,his,PERSON
uc1.b3470438,403,Rena,PERSON
mdp.39015015209623,269,his,PERSON
uva.x030788124,302,Bishop Sterling,PERSON
mdp.39015012856574,73,he,PERSON
mdp.39015030113016,123,Stephen Fox,PERSON
uc1.$b802359,280,James,PERSON
mdp.39015008629795,249,Chinatown,LOCATION
mdp.39015033142137,36,Annie Ruth,PERSON
emu.010002426670,250,him,PERSON
uc1.b2839282,68,he,PERSON
hvd.hn3hhr,125,she,PERSON
mdp.39015004733401,140,her,PERSON
mdp.39015028485905,192,He,PERSON
uc1.$b63731,131,she,PERSON
mdp.39015020648625,408,Joe,PERSON
mdp.39015010423526,108,He,PERSON
txu.059173005430726,289,Miguelita,PERSON
mdp.39015016454574,193,Italian,MISC
mdp.39015014135811,570,Jim,PERSON
uc1.32106018321106,116,his,PERSON
uc1.b3688127,106,he,PERSON
mdp.39015053394543,227,Virginia,LOCATION
uc1.32106016923267,83,Joe,PERSON
uc1.$b87048,264,Garret,PERSON
mdp.39015046438019,46,Montfort,PERSON
mdp.39015059415839,39,She,PERSON
mdp.39015037423764,225,Chantel,PERSON
uc1.$b399838,98,he,PERSON
uc1.b3470438,34,Johnny,PERSON
uc1.b3435067,226,He,PERSON
mdp.39015032193891,160,Miss,MISC
mdp.39015053394295,104,She,PERSON
uc1.b3110724,188,him,PERSON
uc1.32106002116413,224,he,PERSON
mdp.39015016415658,193,him,PERSON
pst.000005442492,98,her,PERSON
wu.89000744367,58,Jean,PERSON
uc1.$b799792,366,Kinch,PERSON
mdp.39015002185265,144,him,PERSON
uc1.32106012836174,340,James,PERSON
uc1.$b803101,105,him,PERSON
mdp.39015015209623,344,He,PERSON
osu.32435018054957,274,Southern,MISC
osu.32435055405872,96,Paris,LOCATION
mdp.39015057621065,23,he,PERSON
dul1.ark:/13960/t6vx6fj7q,250,he,PERSON
uc1.b3470438,329,Negro,MISC
uc1.b3711043,497,supper,DATE
uc2.ark:/13960/t02z12t8w,255,New Bedford,LOCATION
uva.x000652535,70,Christopher-John,PERSON
mdp.39015004753730,409,Jasper,PERSON
txu.059173005430726,175,She,PERSON
mdp.39015014891447,255,Madame Roland,PERSON
mdp.39015011911768,134,Carl,PERSON
mdp.39015040116777,183,Washington,LOCATION
mdp.39015014862448,78,Tom,PERSON
uc1.$b807567,200,He,PERSON
mdp.39015020716356,138,Pietro,PERSON
uc1.$b401343,350,he,PERSON
mdp.39015004315027,186,she,PERSON
mdp.39015030747045,131,Ray Charles,PERSON
uc1.b2838559,163,Low Road,LOCATION
uc1.32106007125674,297,Stacey,PERSON
osu.32435058033408,169,forty percent,PERCENT
uc1.$b120181,28,his,PERSON
mdp.39015053400332,89,Appleby,PERSON
aeu.ark:/13960/t1mg87x3z,243,Perkins,PERSON
mdp.39015003636167,294,1992,DATE
uc1.$b63692,149,he,PERSON
uc1.b2839282,167,She,PERSON
mdp.39015010423526,79,Leland,PERSON
uc1.b4495386,23,summer,DATE
uc1.b3711043,87,he,PERSON
mdp.39015081383146,146,Pemberton,ORGANIZATION
umn.31951002374036t,44,Palmer,PERSON
mdp.39015001520702,290,Peter Lorre,PERSON
mdp.39015003977678,89,she,PERSON
mdp.39015000544745,245,him,PERSON
mdp.39015001145047,299,today,DATE
mdp.39015011802579,102,his,PERSON
mdp.39015066051023,344,she,PERSON
mdp.39015029749507,73,her,PERSON
uc1.32106014692526,428,He,PERSON
miun.afb3853.0001.001,81,Laird,PERSON
nc01.ark:/13960/t3mw3rp2b,246,her,PERSON
uc1.b4097270,36,him,PERSON
mdp.39015030202835,56,Belton,LOCATION
mdp.39015000536758,215,she,PERSON
mdp.39015020648625,163,him,PERSON
mdp.39015046438019,122,John Langley,PERSON
mdp.39015038025527,69,her,PERSON
mdp.39015001511172,304,Sophie,PERSON
mdp.39015003636316,99,She,PERSON
uc2.ark:/13960/t8mc8s37n,295,his,PERSON
uc1.$b399374,58,his,PERSON
mdp.39015002375338,89,Marse Guy,PERSON
mdp.39015014637402,80,his,PERSON
uc2.ark:/13960/t4kk94s0d,96,summer,DATE
mdp.39015042824089,103,Momma,PERSON
mdp.39015059415839,344,South,LOCATION
uc2.ark:/13960/t8mc8s37n,70,Vanderpool,PERSON
uc1.$b300242,249,her,PERSON
mdp.39015014862489,150,Peter,PERSON
mdp.39015002318718,131,Grave Digger,PERSON
mdp.39015030113016,423,he,PERSON
mdp.39015016440656,125,her,PERSON
mdp.39015019145260,124,Rodney Farnsworth,PERSON
mdp.39015014862489,265,she,PERSON
txu.059173005430726,211,Mexican Revolution,MISC
mdp.39015066051023,322,she,PERSON
uc1.32106010569173,93,her,PERSON
uc1.b5521446,261,He,PERSON
emu.010001355363,25,Carteret,PERSON
osu.32435055405872,23,She,PERSON
mdp.39015030113503,44,her,PERSON
uc1.b3435067,89,Mexican,MISC
uc1.32106007393728,302,He,PERSON
uc1.32106016182757,217,Sunday,DATE
mdp.39015046886894,100,he,PERSON
hvd.hwqs4m,31,his,PERSON
miun.aat2524.0001.001,38,Irene,PERSON
uc1.32106002158183,106,Cross,ORGANIZATION
mdp.39015014135803,353,a hundred dollars,MONEY
uc1.b3711124,322,her,PERSON
mdp.39015002375338,82,he,PERSON
emu.10002350164,125,Susan,PERSON
mdp.39015037423764,276,he,PERSON
nc01.ark:/13960/t1mg7zs6x,227,his,PERSON
mdp.39015048899069,61,His,PERSON
mdp.39015002185265,154,he,PERSON
umn.31951002374036t,35,Palmer,PERSON
uc1.b4368522,218,his,PERSON
uc2.ark:/13960/t7dr2rd9m,204,She,PERSON
mdp.39015012214691,144,his,PERSON
nyp.33433076059314,54,her,PERSON
uc1.32106014692526,153,Abbie,PERSON
uc1.32106002172291,175,Ruby,PERSON
mdp.39015002318718,75,Nickels,PERSON
nyp.33433076059314,354,her,PERSON
uc2.ark:/13960/t88g8g708,72,him,PERSON
txu.059173022944752,206,He,PERSON
mdp.39015033979934,169,her,PERSON
uc1.b3973268,249,Dreiser,PERSON
mdp.39015046816164,275,Francesco Simoncini,PERSON
uc1.$b803101,318,South Parkway,LOCATION
mdp.39015014135811,164,his,PERSON
uc1.32106010537014,162,her,PERSON
nc01.ark:/13960/t1mg7zs6x,7,J. R. Waddy,PERSON
mdp.39015020728666,191,her,PERSON
mdp.39015018046923,307,Wilson,PERSON
hvd.hn3hhr,122,Babe Ellis,PERSON
osu.32435058033408,230,his,PERSON
uva.x004346812,57,Douglass,PERSON
osu.32435058033408,191,him,PERSON
mdp.39015031233243,235,Vanderpool,PERSON
txu.059173005430726,565,Panda,PERSON
osu.32435060119922,36,his,PERSON
uc1.32106002172291,17,her,PERSON
nc01.ark:/13960/t9t16484h,163,his,PERSON
uc1.32106007387381,315,she,PERSON
uc1.b4095384,101,Scott,PERSON
uc1.b3711121,488,she,PERSON
uva.x030749476,43,he,PERSON
njp.32101066122597,68,Gresham,PERSON
uva.x000951729,333,Berlin,LOCATION
mdp.39015046816164,98,he,PERSON
umn.31951002320734j,546,Phil,PERSON
mdp.39015004729474,199,him,PERSON
mdp.39015013742807,318,Jane,PERSON
mdp.39015071237948,257,his,PERSON
mdp.39015001520603,129,Rosie,PERSON
osu.32435017886441,203,Letitia,PERSON
mdp.39015038025527,168,Lena,PERSON
mdp.39015015209623,301,Africans,MISC
uc1.32106012836174,223,he,PERSON
mdp.39015009022487,67,South Side,LOCATION
mdp.39015014862489,186,Judith,PERSON
uva.x002765161,186,he,PERSON
mdp.39015001520603,41,Sunday,DATE
uc1.b4397888,141,him,PERSON
uva.x030749476,122,Celestial City,LOCATION
nc01.ark:/13960/t9p279r4b,310,Sumter,LOCATION
uc1.b4095384,172,Neal,PERSON
uc2.ark:/13960/t78s4m33w,15,Mills House,ORGANIZATION
mdp.39015054095792,193,him,PERSON
mdp.39015035342958,127,Abigail,PERSON
uc1.b3435067,184,her,PERSON
mdp.39015004753730,263,Federals,ORGANIZATION
mdp.39015004158161,132,Donohue,PERSON
miun.abw7392.0001.001,71,he,PERSON
uc1.b4368522,176,French Jews,MISC
mdp.39015020852250,248,Sambo,PERSON
uc1.$b802495,178,his,PERSON
inu.32000003479633,128,Sammy,PERSON
uc1.b4397888,250,he,PERSON
uc1.32106007387381,335,her,PERSON
mdp.39015048899069,10,Charles Scribner,PERSON
uc1.32106016923267,189,Goshen,LOCATION
uc1.$b63692,310,him,PERSON
mdp.39015012057637,15,Lanark,PERSON
uva.x000652535,178,he,PERSON
uc1.$b401346,156,his,PERSON
osu.32435058033408,53,He,PERSON
mdp.39015014862448,90,Jim Rudgers,PERSON
mdp.39015046886894,189,her,PERSON
uva.x000457192,239,Brown,PERSON
uc1.$b119911,35,he,PERSON
mdp.39015011807370,141,she,PERSON
mdp.39015054037372,214,Anyanwu,PERSON
osu.32435060119922,37,his,PERSON
mdp.39015066051023,278,she,PERSON
mdp.39015003977678,56,Negro,MISC
mdp.39015010423526,40,Negro,MISC
umn.31951002078879g,67,him,PERSON
uc1.32106007393728,182,he,PERSON
mdp.39015012057637,238,Collins,PERSON
uc1.$b808977,70,her,PERSON
mdp.39015025101117,146,Bouie,PERSON
mdp.39015012214691,99,She,PERSON
mdp.39015030113503,182,his,PERSON
miun.afb3853.0001.001,139,Isaac,PERSON
uva.x004532923,15,He,PERSON
inu.39000005850206,29,He,PERSON
uc1.b3711043,135,he,PERSON
mdp.39015012057637,251,She,PERSON
uc1.b3711124,191,Dorothy,PERSON
nc01.ark:/13960/t9p279r4b,61,he,PERSON
uc1.b3834441,200,he,PERSON
uva.x000221395,110,Western,MISC
uc1.32106012297450,70,him,PERSON
dul1.ark:/13960/t6vx6fj7q,409,he,PERSON
mdp.39015073389192,23,he,PERSON
uc1.$b803101,189,he,PERSON
mdp.39015040637855,209,Polly,PERSON
mdp.39015059415839,279,he,PERSON
txu.059173005430726,433,she,PERSON
emu.10002350164,266,Abraham,PERSON
mdp.39015042852445,85,Her,PERSON
uva.x001130520,41,his,PERSON
uc1.$b101950,20,She,PERSON
uc1.$b323002,39,his,PERSON
uc1.b2838559,180,Mexican,MISC
mdp.39015050487928,189,He,PERSON
txu.059173005430726,506,Mexico,LOCATION
hvd.32044019565514,179,Malah,PERSON
mdp.39015031592358,263,Amy,PERSON
mdp.39015012057637,201,Bruce,PERSON
mdp.39015031233243,132,her,PERSON
uc1.b3435067,343,Roak,PERSON
uc1.$b802237,169,he,PERSON
uc1.$b401346,398,Claudia-accidentally,MISC
inu.39000005850206,296,Katy,PERSON
uc1.32106002116413,20,she,PERSON
mdp.39015003636316,162,he,PERSON
mdp.39015002318718,140,Mamie,PERSON
mdp.39015014135811,476,Christmas,MISC
mdp.39015004753730,267,he,PERSON
osu.32435001929710,52,Saturday,DATE
mdp.39015013742807,305,he,PERSON
mdp.39015002318718,160,Big Joe,PERSON
mdp.39015041189922,20,John,PERSON
uc1.32106002158183,266,Negro,MISC
uc1.$b802359,164,him,PERSON
uc1.$b76124,27,was this morning,TIME
uva.x000652535,261,he,PERSON
uc1.$b799792,102,she,PERSON
uc1.$b85451,199,him,PERSON
mdp.39015021862308,112,she,PERSON
mdp.39015002741612,122,he,PERSON
uc1.b3711121,365,He,PERSON
mdp.39015066051023,129,He,PERSON
miun.aat2524.0001.001,147,Junior,PERSON
inu.30000007418811,295,Malcolm Craig,PERSON
uc2.ark:/13960/t6k06z120,34,Belden,PERSON
uc1.b3711043,76,he,PERSON
emu.010000426223,123,her,PERSON
uc1.b4397888,93,he,PERSON
mdp.39015053394543,169,His,PERSON
mdp.39015030747045,271,his,PERSON
mdp.39015014776184,131,Mapes,PERSON
miun.aat2524.0001.001,108,he,PERSON
mdp.39015002185265,443,Sarah,PERSON
mdp.39015028686486,266,Jo,PERSON
mdp.39015002719634,65,He,PERSON
nc01.ark:/13960/t1hh7np2b,49,she,PERSON
mdp.39015059435944,289,he,PERSON
nc01.ark:/13960/t3wt00v24,12,Democrats,MISC
mdp.39015040577473,261,Hawkins,PERSON
mdp.39015013331627,103,him,PERSON
mdp.39015004733401,194,he,PERSON
uc1.$b803101,62,his,PERSON
uc2.ark:/13960/t88g8g708,368,December 31,DATE
mdp.39015028485905,42,her,PERSON
uc1.$b101950,121,He,PERSON
mdp.39015030113503,57,he,PERSON
uc1.$b799168,53,her,PERSON
nyp.33433107875183,74,his,PERSON
wu.89000744367,47,Mimi,PERSON
mdp.39015050487928,348,his,PERSON
uc1.b3711043,169,Nick,PERSON
uc1.32106018321106,238,Atlanta,LOCATION
mdp.39015014862448,13,his,PERSON
mdp.39015054037372,172,his,PERSON
