,vol_id,page_seq,entity,type
60384,mdp.39015016454574,232,Cox,PERSON
60385,mdp.39015028718305,44,him,PERSON
60386,uc1.32106002160320,205,her,PERSON
60387,miun.afb3853.0001.001,162,she,PERSON
60388,uc1.b3973268,73,Crockett,PERSON
60389,mdp.39015040116777,328,his,PERSON
60390,txu.059173025245647,268,she,PERSON
60391,uc1.$b87048,157,her,PERSON
60392,mdp.39015053394295,148,Memphis,LOCATION
60393,mdp.39015008163613,68,Jethro,PERSON
60394,uc1.b4095384,61,Japs,MISC
60395,mdp.39015038025527,238,Herman,PERSON
60396,uc1.$b805570,159,she,PERSON
60397,mdp.39015040116777,68,He,PERSON
60398,uc1.$b323002,19,He,PERSON
60399,mdp.39015030113503,119,Perkins,PERSON
60400,mdp.39015033255236,212,He,PERSON
60401,dul1.ark:/13960/t8vb3f54w,297,he,PERSON
60402,miun.abw7392.0001.001,164,Michaux,PERSON
60403,mdp.39015001520702,93,Doc,PERSON
60404,dul1.ark:/13960/t6vx6fj7q,297,He,PERSON
60405,uc1.32106016182757,157,her,PERSON
60406,mdp.39015042852445,23,she,PERSON
60407,uc1.$b401343,36,his,PERSON
60408,mdp.39015002215245,116,Madame Suarez,PERSON
60409,txu.059173005430726,615,she,PERSON
60410,uc1.$b119911,299,He,PERSON
60411,mdp.39015014862257,128,his,PERSON
60412,uc1.$b802237,169,he,PERSON
60413,uc1.b2838559,144,Helen,PERSON
60414,mdp.39015000542749,30,his,PERSON
60415,mdp.39015028686486,215,he,PERSON
60416,uc1.$b401346,31,Hezron ben Matthya,PERSON
60417,mdp.39015000536758,36,His,PERSON
60418,mdp.39015073377973,163,his,PERSON
60419,uc1.b4368522,177,British,MISC
60420,mdp.39015033979934,143,he,PERSON
60421,nc01.ark:/13960/t3wt00v24,57,her,PERSON
60422,osu.32435017630211,19,she,PERSON
60423,nyp.33433076059314,323,him,PERSON
60424,mdp.39015046816164,107,night,TIME
60425,mdp.39015014776184,65,he,PERSON
60426,mdp.39015059415839,70,Le Baron,PERSON
60427,mdp.39015028718305,44,Laurie,PERSON
60428,uc2.ark:/13960/t88g8g708,203,She,PERSON
60429,uc1.32106012836174,30,Philip Grayson,PERSON
60430,mdp.39015030747045,307,her,PERSON
60431,uc2.ark:/13960/t78s4m33w,26,he,PERSON
60432,mdp.39015009022487,32,Du Sable,PERSON
60433,mdp.39015063942067,102,he,PERSON
60434,mdp.39015012057637,207,him,PERSON
60435,mdp.39015054037372,92,Doro,PERSON
60436,uc1.b3711124,45,his,PERSON
60437,dul1.ark:/13960/t8vb3f54w,124,he,PERSON
60438,mdp.39015000252448,256,Anierica,LOCATION
60439,uc1.$b63731,209,colleges-Louisville Municipal,MISC
60440,uc2.ark:/13960/t17m04p6z,218,his,PERSON
60441,mdp.39015030747045,39,He,PERSON
60442,mdp.39015059415839,326,Brown,PERSON
60443,txu.059173005430726,358,Maria,PERSON
60444,uc1.$b401273,157,Avon College,ORGANIZATION
60445,uc1.b3688021,110,she,PERSON
60446,mdp.39015014891447,220,Jean,PERSON
60447,mdp.39015046438019,269,he,PERSON
60448,uc1.$b401343,94,his,PERSON
60449,uc1.$b799168,168,Bulleye,PERSON
60450,emu.010001355363,70,his,PERSON
60451,mdp.39015031233243,283,his,PERSON
60452,uc1.$b101950,33,Island,LOCATION
60453,inu.30000007418811,248,her,PERSON
60454,uc1.b3973268,70,Democrat,MISC
60455,uc1.b3711124,124,Connie,PERSON
60456,mdp.39015014862257,147,her,PERSON
60457,mdp.39015000536758,368,Morton,PERSON
60458,mdp.39015030113016,63,Mamzelle Aurore,PERSON
60459,uc2.ark:/13960/t88g8g708,285,him,PERSON
60460,uc1.b3711121,425,he,PERSON
60461,uc1.b3688021,75,Bennet,PERSON
60462,mdp.39015004184241,154,him,PERSON
60463,uc1.$b251007,172,him,PERSON
60464,mdp.39015010399841,87,he,PERSON
60465,uc1.32106002116413,226,He,PERSON
60466,uc1.$b236269,152,Robert Burton,PERSON
60467,mdp.39015033979934,217,She,PERSON
60468,uc1.32106002116413,173,William,PERSON
60469,mdp.39015073495692,23,he,PERSON
60470,uc1.32106018321106,220,him,PERSON
60471,uva.x004346812,184,her,PERSON
60472,uc2.ark:/13960/t6k06z120,103,her,PERSON
60473,mdp.39015014859253,126,Her,PERSON
60474,uc1.b3470438,391,him,PERSON
60475,uc1.32106016182757,252,her,PERSON
60476,mdp.39015002318718,30,her,PERSON
60477,umn.31951001812203j,64,Bull,PERSON
60478,uc1.$b312802,18,his,PERSON
60479,uc1.b4095384,113,West Side,LOCATION
60480,miun.afb3853.0001.001,51,Sabrina,PERSON
60481,uiug.30112001309258,53,She,PERSON
60482,mdp.39015054061430,172,he,PERSON
60483,miun.abr7583.0001.001,140,he,PERSON
60484,uc1.$b76124,126,His,PERSON
60485,uc1.b3711121,399,she,PERSON
60486,nc01.ark:/13960/t3hx2p070,130,Clayton,PERSON
60487,hvd.32044010537264,193,her,PERSON
60488,uc2.ark:/13960/t88g8g708,422,Sidney,PERSON
60489,uc1.32106012297450,162,he,PERSON
60490,uc1.b3711121,220,he,PERSON
60491,umn.31951002320734j,336,John Allan,PERSON
60492,umn.31951002320734j,259,Judith,PERSON
60493,uc1.32106014692526,194,Shapiro,PERSON
60494,nyp.33433044940785,82,her,PERSON
60495,mdp.39015001145047,350,Fishbelly,PERSON
60496,txu.059173022944752,44,Son-Bois,MISC
60497,mdp.39015037468769,8,Honeywell Foundation,ORGANIZATION
60498,mdp.39015000536758,295,Vito,PERSON
60499,mdp.39015012214691,21,his,PERSON
60500,mdp.39015024079561,222,her,PERSON
60501,mdp.39015030747045,291,Matthews,PERSON
60502,uc1.32106007125674,220,his,PERSON
60503,mdp.39015004729474,266,her,PERSON
60504,uc1.b3688021,222,Lauriston,PERSON
60505,mdp.39015053538297,82,his,PERSON
60506,mdp.39015056261855,267,his,PERSON
60507,hvd.32044019565514,261,she,PERSON
60508,mdp.39015018046923,37,He,PERSON
60509,mdp.39015016452750,149,She,PERSON
60510,txu.059173023654011,140,she,PERSON
60511,mdp.39015011802561,131,Alberta,LOCATION
60512,mdp.39015021862308,328,she,PERSON
60513,miun.abw7392.0001.001,102,He,PERSON
60514,uc1.$b63731,298,he,PERSON
60515,ucbk.ark:/28722/h29z8m,270,she,PERSON
60516,uc1.32106005672461,314,She,PERSON
60517,mdp.39015001816555,74,She,PERSON
60518,uc1.$b802359,213,Dame Elizabeth,PERSON
60519,mdp.39015020648625,317,she,PERSON
60520,mdp.39015071237948,196,him,PERSON
60521,uc1.$b803101,77,Delia,PERSON
60522,uiuc.3004694,23,Sandy,PERSON
60523,emu.010001216911,58,her,PERSON
60524,uc1.$b312803,197,Marshall,PERSON
60525,mdp.39015040637855,94,She,PERSON
60526,mdp.39015001816555,164,him,PERSON
60527,mdp.39015014859253,97,him,PERSON
60528,umn.31951002374036t,157,He,PERSON
60529,dul1.ark:/13960/t6vx6fj7q,15,her,PERSON
60530,uc1.b3470471,99,his,PERSON
60531,uc2.ark:/13960/t02z12t8w,28,Tom,PERSON
60532,mdp.39015050487928,365,Frenchie,PERSON
60533,uc1.$b63731,221,He,PERSON
60534,mdp.39015004729474,300,County,LOCATION
60535,uc1.32106008091461,104,she,PERSON
60536,nnc1.50042178,59,him,PERSON
60537,mdp.39015053394295,207,She,PERSON
60538,mdp.39015024079330,80,Chauncey,PERSON
60539,mdp.39015053538297,69,Bourse,MISC
60540,uc1.b4095384,53,He,PERSON
60541,mdp.39015030113503,245,he,PERSON
60542,inu.32000003479633,130,Klan,MISC
60543,emu.10002350164,277,her,PERSON
60544,mdp.39015020648625,170,he,PERSON
60545,mdp.39015019472599,28,he,PERSON
60546,uva.x000221395,61,her,PERSON
60547,osu.32435058033408,101,She,PERSON
60548,mdp.39015059415839,421,he,PERSON
60549,mdp.39015002185265,73,Omoro,PERSON
60550,mdp.39015053538297,255,Quebec,LOCATION
60551,uc1.$b63731,314,Kern,PERSON
60552,mdp.39015063942067,235,her,PERSON
60553,osu.32435017630211,44,he,PERSON
60554,mdp.39015057621065,289,his,PERSON
60555,uc1.$b63692,72,her,PERSON
60556,uva.x004346812,244,He,PERSON
60557,mdp.39015000544745,38,he,PERSON
60558,uc1.b3711124,21,Dorothy,PERSON
60559,mdp.39015001520702,56,him,PERSON
60560,mdp.39015001145047,259,he,PERSON
60561,mdp.39015001816555,32,Army,ORGANIZATION
60562,mdp.39015046882232,214,Spades,LOCATION
60563,mdp.39015066059711,325,Esther,PERSON
60564,mdp.39015014139243,232,his,PERSON
60565,uc1.$b800082,178,Sam,PERSON
60566,mdp.39015030747045,231,he,PERSON
60567,mdp.39015002719634,49,Indians,MISC
60568,mdp.39015018046923,55,He,PERSON
60569,inu.32000003479633,323,his,PERSON
60570,uc1.$b401346,58,She,PERSON
60571,uc1.$b102361,254,Henry,PERSON
60572,mdp.39015014776184,139,She,PERSON
60573,uc1.$b63692,204,him,PERSON
60574,mdp.39015001520702,317,she,PERSON
60575,txu.059173025245647,294,She,PERSON
60576,uc2.ark:/13960/t88g8g708,481,her,PERSON
60577,ucbk.ark:/28722/h29z8m,399,her,PERSON
60578,txu.059173025245647,114,Gomez,PERSON
60579,uc1.b4495386,154,Suk,PERSON
60580,umn.31951001812203j,223,Gabriele D'Annunzio,PERSON
60581,mdp.39015054037372,15,him,PERSON
60582,uc1.32106002174701,193,her,PERSON
60583,uiuc.3004694,81,he,PERSON
60584,uiug.30112001309258,121,She,PERSON
60585,mdp.39015003635185,230,him,PERSON
60586,mdp.39015000536758,281,Emma,PERSON
60587,uc1.32106002116413,269,Charles,PERSON
60588,mdp.39015048899069,141,he,PERSON
60589,uiug.30112001309100,85,Paris,LOCATION
60590,inu.32000003479633,95,Matthew,PERSON
60591,mdp.39015059415839,104,UN,ORGANIZATION
60592,uiug.30112002951454,108,he,PERSON
60593,mdp.39015003636191,240,Marge,PERSON
60594,mdp.39015030113016,261,he,PERSON
60595,uc1.32106014425844,99,his,PERSON
60596,hvd.32044021096433,166,his,PERSON
60597,mdp.39015032193891,89,Sam,PERSON
60598,mdp.39015015351599,31,He,PERSON
60599,uc1.32106014692526,368,He,PERSON
60600,uc1.b3834441,204,He,PERSON
60601,mdp.39015020648625,222,him,PERSON
60602,uc1.b3711121,31,He,PERSON
60603,hvd.32044010537264,123,he,PERSON
60604,uc2.ark:/13960/t17m04p6z,258,Laurie,PERSON
60605,mdp.39015061148626,247,Matilda,PERSON
60606,mdp.39015011340158,252,his,PERSON
60607,osu.32435018561423,174,Merna,PERSON
60608,uc1.b4397888,19,he,PERSON
60609,mdp.39015040365572,55,him,PERSON
60610,mdp.39015014637402,251,she,PERSON
60611,mdp.39015038025527,371,her,PERSON
60612,mdp.39015008240296,282,Asher,PERSON
60613,mdp.39015050487928,168,He,PERSON
60614,uc1.$b805413,165,his,PERSON
60615,uc1.b4368522,299,His,PERSON
60616,mdp.39015004764927,23,She,PERSON
60617,uc1.$b802237,154,she,PERSON
60618,mdp.39015016440656,20,Holbein,PERSON
60619,mdp.39015040116777,180,New York,LOCATION
60620,mdp.39015013331627,31,Manuel,PERSON
60621,mdp.39015050555963,207,him,PERSON
60622,mdp.39015028489303,226,his,PERSON
60623,mdp.39015014862448,81,his,PERSON
60624,mdp.39015020716356,276,he,PERSON
60625,mdp.39015063978962,21,Milly,PERSON
60626,mdp.39015018971088,245,she,PERSON
60627,uc1.32106007393728,321,she,PERSON
60628,uc1.$b312802,77,Mamie,PERSON
60629,uc1.b4097270,70,her,PERSON
60630,uc1.$b76124,343,she,PERSON
60631,mdp.39015000544745,80,John,PERSON
60632,uc1.$b401343,228,Lima,LOCATION
60633,mdp.39015008163613,125,she,PERSON
60634,mdp.39015016454152,83,Franklin,PERSON
60635,uc1.$b401346,199,his,PERSON
60636,mdp.39015012856574,171,he,PERSON
60637,mdp.39015010399841,202,Lorenzo,PERSON
60638,mdp.39015014135811,292,he,PERSON
60639,uc2.ark:/13960/t4kk94s0d,67,his,PERSON
60640,uc1.b2838559,151,Oliver Cromwell McRae,PERSON
60641,nc01.ark:/13960/t3mw3rp2b,68,He,PERSON
60642,mdp.39015028489303,39,his,PERSON
60643,umn.31951002320734j,210,He,PERSON
60644,mdp.39015028485905,86,her,PERSON
60645,mdp.39015050487928,212,his,PERSON
60646,uc1.32106002172291,152,Ruby,PERSON
60647,mdp.39015021979961,129,him,PERSON
60648,mdp.39015040637855,44,her,PERSON
60649,uc1.$b251007,123,her,PERSON
60650,txu.059173025245647,215,his,PERSON
60651,mdp.39015035342958,215,her,PERSON
60652,mdp.39015038025527,254,Louise,PERSON
60653,uc1.32106007456509,38,her,PERSON
60654,mdp.39015019145260,335,Gillian,PERSON
60655,mdp.39015014135803,51,his,PERSON
60656,mdp.39015028686486,38,Mead,PERSON
60657,mdp.39015020716356,204,she,PERSON
60658,mdp.39015004729474,342,she,PERSON
60659,uc1.b4397888,246,he,PERSON
60660,uiug.30112001309258,8,John A. Williams,PERSON
60661,mdp.39015020712173,349,she,PERSON
60662,uiuc.3004694,190,Buster,PERSON
60663,mdp.39015002741620,212,Felipe,PERSON
60664,mdp.39015038025527,158,she,PERSON
60665,mdp.39015010399841,275,Beyhan,PERSON
60666,uc1.32106007456509,114,Cholly,PERSON
60667,mdp.39015002318718,42,Val,PERSON
60668,mdp.39015038025527,294,Haiti,LOCATION
60669,uc1.b3470438,190,Rena,PERSON
60670,mdp.39015046438019,342,he,PERSON
60671,uc1.b3435067,175,he,PERSON
60672,mdp.39015000536758,388,Morton,PERSON
60673,osu.32435001929710,364,Vera,PERSON
60674,uc1.31822021280524,83,Vicky,PERSON
60675,mdp.39015004753730,216,she,PERSON
60676,pst.000043463589,6,New York,LOCATION
60677,uc1.$b805413,156,Island of Moll,LOCATION
60678,mdp.39015040116777,317,American,MISC
60679,uiug.30112002951454,114,Gabby,PERSON
60680,mdp.39015000536758,506,His,PERSON
60681,dul1.ark:/13960/t8vb3f54w,91,her,PERSON
60682,uc1.b4095384,431,He,PERSON
60683,uc1.$b76124,33,Her,PERSON
60684,uc1.b3711043,350,his,PERSON
60685,mdp.39015042852445,187,Paulette,PERSON
60686,uc1.$b399374,152,Joe,PERSON
60687,mdp.39015004128289,235,she,PERSON
60688,mdp.39015011340158,102,he,PERSON
60689,uc1.$b800082,21,he,PERSON
60690,uc1.$b805638,241,He,PERSON
60691,mdp.39015013742807,183,Sandy,PERSON
60692,mdp.39015014776184,66,he,PERSON
60693,mdp.39015011800169,108,him,PERSON
60694,uc1.b4095384,26,New York,LOCATION
60695,uc1.32106010569173,87,she,PERSON
60696,uc1.b4495386,126,Francisco,PERSON
60697,nc01.ark:/13960/t3hx2p070,21,Groveland,LOCATION
60698,uc1.b4095384,237,his,PERSON
60699,mdp.39015001511172,64,she,PERSON
60700,mdp.39015034312598,305,Sylvia,PERSON
60701,uc1.32106014692526,110,him,PERSON
60702,mdp.39015030113016,461,She,PERSON
60703,uc1.b4495386,159,Bunnie,PERSON
60704,uc1.b3455004,36,He,PERSON
60705,mdp.39015034312598,78,Mexican,MISC
60706,uc1.$b802359,231,his,PERSON
60707,uc1.32106007902726,261,He,PERSON
60708,uc1.b2838559,139,Helen,PERSON
60709,mdp.39015009022487,301,He,PERSON
60710,mdp.39015038579374,229,Smith,PERSON
60711,uc2.ark:/13960/t8mc8s37n,324,her,PERSON
60712,uc1.b3711121,55,She,PERSON
60713,inu.32000003479633,85,Chicago,LOCATION
60714,uc1.32106002172291,135,Ruby,PERSON
60715,uc1.$b236269,202,she,PERSON
60716,uc1.32106007393728,116,He,PERSON
60717,mdp.39015066051023,180,she,PERSON
60718,mdp.39015014637402,310,him,PERSON
60719,uc1.32106008091461,174,his,PERSON
60720,mdp.39015018046923,315,his,PERSON
60721,uva.x001866470,188,she,PERSON
60722,uc1.b3711043,83,Nick,PERSON
60723,mdp.39015003682385,138,he,PERSON
60724,mdp.39015030113503,22,Jacobite,MISC
60725,mdp.39015041189922,217,her,PERSON
60726,mdp.39015013742807,149,Julia,PERSON
60727,loc.ark:/13960/t9r21t21g,204,HE,PERSON
60728,mdp.39015016452230,295,he,PERSON
60729,uc1.32106007902726,149,Janie,PERSON
60730,mdp.39015040104955,51,his,PERSON
60731,uc2.ark:/13960/t17m04p6z,60,Meg,PERSON
60732,mdp.39015033979934,116,she,PERSON
60733,uc1.b2839282,70,she,PERSON
60734,mdp.39015003636191,336,Borden,PERSON
60735,mdp.39015004733401,104,Emma Lou,PERSON
60736,uc1.b4368520,100,he,PERSON
60737,mdp.39015001520702,313,Abe,PERSON
60738,uc1.b4095384,39,he,PERSON
60739,mdp.39015003636191,254,his,PERSON
60740,uc1.$b312802,15,He,PERSON
60741,uc2.ark:/13960/t4xg9g41k,163,him,PERSON
60742,mdp.39015047473577,68,his,PERSON
60743,mdp.39015014862448,73,Tom,PERSON
60744,txu.059173005430726,458,he,PERSON
60745,mdp.39015014135811,22,his,PERSON
60746,uc1.b4495386,43,She,PERSON
60747,txu.059173005430726,483,He,PERSON
60748,uc1.32106002172291,116,Daphne,PERSON
60749,mdp.39015042824089,136,he,PERSON
60750,mdp.39015059415839,50,Bob,PERSON
60751,mdp.39015073389192,72,him,PERSON
60752,mdp.39015002741620,174,her,PERSON
60753,uc1.$b85451,19,He,PERSON
60754,uc1.$b807567,13,Westminster Abbey,LOCATION
60755,uc1.$b102361,209,he,PERSON
60756,osu.32435060119922,104,his,PERSON
60757,uc1.$b87048,164,he,PERSON
60758,uc1.b3110724,119,her,PERSON
60759,mdp.39015054037372,85,she,PERSON
60760,mdp.39015014776184,79,his,PERSON
60761,mdp.39015054061430,274,her,PERSON
60762,mdp.39015054095792,186,she,PERSON
60763,uc1.32106014692526,76,he,PERSON
60764,mdp.39015014862448,183,Oren Bascomb,PERSON
60765,uc1.32106008091461,129,he,PERSON
60766,uva.x000457192,118,Kitty Brown,PERSON
60767,mdp.39015004168491,208,Augie,PERSON
60768,mdp.39015020712173,115,Lissie,PERSON
60769,mdp.39015024079330,129,Newt,PERSON
60770,uva.x000951729,167,China,LOCATION
60771,mdp.39015021862308,85,he,PERSON
60772,mdp.39015008240296,90,her,PERSON
60773,mdp.39015022022837,129,May Festival,DATE
60774,mdp.39015014135811,376,Irene,PERSON
60775,uc1.$b805638,89,She,PERSON
60776,uc1.$b510296,57,His,PERSON
60777,uva.x000457192,176,his,PERSON
60778,mdp.39015010423526,32,Negro,MISC
60779,uc1.b4097270,104,he,PERSON
60780,mdp.39015003977678,146,her,PERSON
60781,mdp.39015028489303,62,Joan,PERSON
60782,uc1.$b799168,103,he,PERSON
60783,umn.31951002374036t,106,his,PERSON
60784,uc1.$b120108,66,Joe,PERSON
60785,uc1.32106016182757,87,Harpo,PERSON
60786,uc1.$b799792,218,she,PERSON
60787,mdp.39015014139243,86,Stone,PERSON
60788,uc1.b4368522,93,his,PERSON
60789,uc1.b3688127,257,his,PERSON
60790,uva.x000457192,152,her,PERSON
60791,mdp.39015059435944,331,9015,DATE
60792,uc1.b3470438,266,Negro,MISC
60793,uc1.$b805638,40,his,PERSON
60794,uc1.$b119911,304,he,PERSON
60795,dul1.ark:/13960/t6vx6fj7q,408,Rob,PERSON
60796,mdp.39015001520603,63,Benny,PERSON
60797,mdp.39015008163613,66,Louretta,PERSON
60798,mdp.39015002185265,378,Kizzy,PERSON
60799,inu.32000003479633,96,Perigua,PERSON
60800,mdp.39015046438019,312,he,PERSON
60801,uc1.b3435067,282,he,PERSON
60802,uc1.b3456549,140,he,PERSON
60803,mdp.39015014135811,90,he,PERSON
60804,mdp.39015025101117,55,She,PERSON
60805,mdp.39015002741612,227,He,PERSON
60806,uva.x004346812,122,Du Bignon,PERSON
60807,mdp.39015073390950,26,Edward,PERSON
60808,emu.010000426223,35,He,PERSON
60809,mdp.39015030113016,301,Caleen,PERSON
60810,mdp.39015000544745,81,Ding Dong,PERSON
60811,mdp.39015014862448,10,1969,DATE
60812,mdp.39015002741612,106,Philip,PERSON
60813,mdp.39015061148626,329,his,PERSON
60814,mdp.39015054095792,54,her,PERSON
60815,uc1.32106002116413,51,she,PERSON
60816,mdp.39015014862448,291,Athene,PERSON
60817,mdp.39015018046923,195,New South,LOCATION
60818,mdp.39015004764927,113,Moses,PERSON
60819,mdp.39015004764927,81,he,PERSON
60820,mdp.39015057621065,217,BARON Georges LÉOPOLD CUVIER,PERSON
60821,uc2.ark:/13960/t09w0946z,171,he,PERSON
60822,uva.x006115119,146,she,PERSON
60823,mdp.39015033255236,298,Duncan Childers,PERSON
60824,wu.89000744367,238,New Orleans,LOCATION
60825,uva.x001866470,89,Lucius,PERSON
60826,miun.abr7583.0001.001,278,he,PERSON
60827,uva.x004346812,174,he,PERSON
60828,uc1.$b87048,96,he,PERSON
60829,mdp.39015013742807,337,his,PERSON
60830,mdp.39015015351599,259,Turk,PERSON
60831,mdp.39015002741620,100,He,PERSON
60832,mdp.39015014862471,187,her,PERSON
60833,miun.abr7583.0001.001,84,she,PERSON
60834,nyp.33433076059314,254,him,PERSON
60835,uva.x000221395,37,her,PERSON
60836,uc1.32106007387381,192,he,PERSON
60837,mdp.39015054061430,269,Helga Crane,PERSON
60838,uc1.$b799673,157,Tern,PERSON
60839,txu.059173022944752,113,her,PERSON
60840,uc2.ark:/13960/t4kk94s0d,46,her,PERSON
60841,mdp.39015012214691,193,he,PERSON
60842,mdp.39015021979961,56,he,PERSON
60843,mdp.39015073377973,32,Banny,PERSON
60844,uva.x000652535,16,Stacey,PERSON
60845,uc1.b3470438,296,his,PERSON
60846,txu.059173005430726,75,French,MISC
60847,mdp.39015024079561,172,she,PERSON
60848,mdp.39015014135811,547,he,PERSON
60849,mdp.39015004315027,195,he,PERSON
60850,mdp.39015014139243,189,Leighton,PERSON
60851,uc1.b3273229,46,his,PERSON
60852,uc1.32106012297450,193,her,PERSON
60853,mdp.39015011911768,113,He,PERSON
60854,uc1.$b802359,344,she,PERSON
60855,uc1.$b808977,67,he,PERSON
60856,uc1.32106007387381,175,she,PERSON
60857,mdp.39015013742807,122,Mis' `Livy,ORGANIZATION
60858,miun.afb3853.0001.001,267,he,PERSON
60859,uc1.b3973268,263,she,PERSON
60860,mdp.39015028489303,169,She,PERSON
60861,umn.31951002374036t,147,he,PERSON
60862,uc1.b4368522,186,Bormann,PERSON
60863,uc1.$b802645,122,she,PERSON
60864,uc1.b4095384,424,he,PERSON
60865,uc1.$b63692,134,Louisiana Creole,LOCATION
60866,uc1.b3435067,153,him,PERSON
60867,mdp.39015032193891,57,his,PERSON
60868,mdp.39015014862497,192,he,PERSON
60869,mdp.39015014776184,71,her,PERSON
60870,dul1.ark:/13960/t6vx6fj7q,384,her,PERSON
60871,uc1.$b802239,141,his,PERSON
60872,uc1.$b399374,48,him,PERSON
60873,uc1.$b808977,277,her,PERSON
60874,uc1.b3973268,47,her,PERSON
60875,uc1.$b802359,41,his,PERSON
60876,uc1.b3711043,501,he,PERSON
60877,uc1.32106014425844,157,Negro,MISC
60878,mdp.39015020712173,418,his,PERSON
60879,mdp.39015035342958,239,she,PERSON
60880,mdp.39015008163613,182,she,PERSON
60881,inu.39000005850206,61,John,PERSON
60882,uc1.32106016182757,53,Harpo,PERSON
60883,mdp.39015046886894,142,he,PERSON
60884,mdp.39015002185265,532,he,PERSON
60885,uc1.$b802239,137,She,PERSON
60886,uc2.ark:/13960/t09w0946z,129,his,PERSON
60887,mdp.39015014862471,303,him,PERSON
60888,nyp.33433076059314,241,Eugene Crook,PERSON
60889,mdp.39015038025527,243,Herman,PERSON
60890,mdp.39015004184241,174,Indovina,PERSON
60891,uc2.ark:/13960/t7dr2rd9m,171,she,PERSON
60892,mdp.39015047473577,111,he,PERSON
60893,mdp.39015053140193,154,Talu Sar,PERSON
60894,emu.010002426670,266,him,PERSON
60895,txu.059173005430726,265,him,PERSON
60896,miun.afb3853.0001.001,329,her,PERSON
60897,uc1.31822013860861,87,he,PERSON
60898,uc1.b3688127,75,his,PERSON
60899,mdp.39015002185265,167,Foulah,MISC
60900,mdp.39015000536758,382,Margaret Hoffman,PERSON
60901,txu.059173025245647,86,four months ago,DATE
60902,mdp.39015054037372,81,She,PERSON
60903,mdp.39015031791232,41,he,PERSON
60904,mdp.39015001520603,135,him,PERSON
60905,uc1.$b404100,138,Indian,MISC
60906,uc1.b4368522,205,Gestapo,ORGANIZATION
60907,nc01.ark:/13960/t3mw3rp2b,275,Lucille,PERSON
60908,uva.x000170689,85,He,PERSON
60909,nyp.33433107875183,63,her,PERSON
60910,mdp.39015066051023,94,hers,PERSON
60911,uc1.$b610326,191,he,PERSON
60912,mdp.39015059415839,112,Dorothy,PERSON
60913,mdp.39015012214691,200,He,PERSON
60914,uc1.32106002172291,192,Daphne,PERSON
60915,mdp.39015019145260,370,Greek,MISC
60916,uc1.$b799792,185,her,PERSON
60917,mdp.39015004313469,20,Ohio,LOCATION
60918,uva.x002765161,232,Davis,PERSON
60919,mdp.39015009022487,67,Joe,PERSON
60920,uva.x000652535,185,his,PERSON
60921,mdp.39015014859253,23,she,PERSON
60922,dul1.ark:/13960/t6vx6fj7q,525,afternoon,TIME
60923,wu.89098876212,20,her,PERSON
60924,uc2.ark:/13960/t3416tc86,61,his,PERSON
60925,mdp.39015010399841,301,Naksh-i,MISC
60926,mdp.39015016440656,40,his,PERSON
60927,uc1.b4095384,225,Solly,PERSON
60928,mdp.39015066059711,315,her,PERSON
60929,uc1.$b610326,90,her,PERSON
60930,uc1.$b401346,317,him,PERSON
60931,mdp.39015042099351,91,He,PERSON
60932,uc1.$b805570,205,Patricia,PERSON
60933,uc1.32106018321106,249,Her,PERSON
60934,mdp.39015053140193,209,He,PERSON
60935,uc1.$b803136,149,he,PERSON
60936,uc1.b4095384,463,He,PERSON
60937,uc1.b3462818,186,Katie,PERSON
60938,mdp.39015016415658,142,her,PERSON
60939,uc2.ark:/13960/t17m04p6z,358,he,PERSON
60940,uc1.$b610326,284,Walter,PERSON
60941,mdp.39015020648625,238,Luther,PERSON
60942,uc1.$b799168,71,his,PERSON
60943,mdp.39015014637402,132,Paco,PERSON
60944,mdp.39015042852445,160,she,PERSON
60945,mdp.39015010399841,105,Suleiman Aga,PERSON
60946,inu.32000003479633,25,`Southern,MISC
60947,uc1.$b85451,313,Finley Mead,PERSON
60948,mdp.39015008629795,215,Zanski,PERSON
60949,wu.89000744367,184,Jean,PERSON
60950,mdp.39015020728666,73,He,PERSON
60951,uc1.$b236269,80,him,PERSON
60952,mdp.39015001511172,215,he,PERSON
60953,mdp.39015059435944,132,he,PERSON
60954,mdp.39015031592358,349,he,PERSON
60955,mdp.39015054095792,305,his,PERSON
60956,mdp.39015014139243,289,he,PERSON
60957,uc1.32106007125674,49,Stacey,LOCATION
60958,uc1.$b236269,119,Rachel Sotheby,PERSON
60959,uc1.$b120108,65,he,PERSON
60960,mdp.39015031592358,107,he,PERSON
60961,uc1.32106018321106,197,he,PERSON
60962,mdp.39015073377973,165,Johnny Knight,PERSON
60963,uc1.b2839282,109,he,PERSON
60964,uc1.b3462818,172,Ben,PERSON
60965,uc1.$b802359,84,his,PERSON
60966,mdp.39015046816164,217,Vivian,PERSON
60967,mdp.39015003636316,146,her,PERSON
60968,uc1.b3688021,334,Sally,PERSON
60969,txu.059173022944752,57,his,PERSON
60970,osu.32435001929710,123,She,PERSON
60971,mdp.39015024079330,209,he,PERSON
60972,uc1.32106014692526,119,his,PERSON
60973,uc1.b3973268,326,Carrigan,PERSON
60974,uc1.$b401343,307,her,PERSON
60975,txu.059173023654011,143,her,PERSON
60976,mdp.39015020728666,124,he,PERSON
60977,mdp.39015032193891,185,her,PERSON
60978,mdp.39015054037372,127,he,PERSON
60979,hvd.32044019565514,65,Vir,LOCATION
60980,uc1.b4097270,271,Warden,PERSON
